SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Laterallus flaviventer,Yellow-breasted Crake,yebcra1,species,5631.0,,LAFL,YBCR,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus levraudi,Rusty-flanked Crake,rufcra2,species,5637.0,RFCR,LALE,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus melanophaius,Rufous-sided Crake,ruscra1,species,5638.0,RSCR,LAME,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus ruber,Ruddy Crake,rudcra1,species,5642.0,,LARU,RUCR,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus albigularis,White-throated Crake,whtcra1,species,5643.0,,LAAL,WTCR,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus exilis,Gray-breasted Crake,grbcra1,species,5649.0,,LAEX,GBCR,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus spilonota,Galapagos Rail,galrai1,species,5650.0,GACR GARA,LASP,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus jamaicensis,Black Rail,blkrai,species,5651.0,,LAJA,BLRA,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Laterallus spiloptera,Dot-winged Crake,dowcra1,species,5659.0,DWCR,LASP,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Podica senegalensis,African Finfoot,afrfin1,species,5663.0,AFFI,POSE,,Gruiformes,Finfoots,Heliornithidae,,,,helior1
Heliopais personatus,Masked Finfoot,masfin3,species,5668.0,MAFI,HEPE,,Gruiformes,Finfoots,Heliornithidae,,,,helior1
Heliornis fulica,Sungrebe,sungre1,species,5669.0,,HEFU,SUNG,Gruiformes,Finfoots,Heliornithidae,,,,helior1
Aramus guarauna,Limpkin,limpki,species,5671.0,,ARGU,LIMP,Gruiformes,Limpkin,Aramidae,,,,aramid1
Psophia crepitans,Gray-winged Trumpeter,gywtru1,species,5678.0,GWWT GWTR,PSCR,,Gruiformes,Trumpeters,Psophiidae,,,,psophi1
Psophia leucoptera,Pale-winged Trumpeter,pawtru2,species,5682.0,PWTR WWTR,PSLE,,Gruiformes,Trumpeters,Psophiidae,,,,psophi1
Psophia viridis,Dark-winged Trumpeter,dawtru1,species,5683.0,DWTR GWWW,PSVI,,Gruiformes,Trumpeters,Psophiidae,,,,psophi1
Balearica regulorum,Gray Crowned-Crane,grccra1,species,5690.0,GCCR GRCC,BARE,,Gruiformes,Cranes,Gruidae,,,,gruida1
Balearica pavonina,Black Crowned-Crane,blccra1,species,5693.0,BLCC BCCR,BAPA,,Gruiformes,Cranes,Gruidae,,,,gruida1
Leucogeranus leucogeranus,Siberian Crane,sibcra1,species,5696.0,SICR,LELE,,Gruiformes,Cranes,Gruidae,,,,gruida1
Antigone canadensis,Sandhill Crane,sancra,species,5697.0,,ANCA,SACR,Gruiformes,Cranes,Gruidae,,,,gruida1
Antigone vipio,White-naped Crane,whncra1,species,5705.0,WNCR,ANVI,,Gruiformes,Cranes,Gruidae,,,,gruida1
Antigone rubicunda,Brolga,brolga1,species,5706.0,BROL,ANRU,,Gruiformes,Cranes,Gruidae,,,,gruida1
Antigone antigone,Sarus Crane,sarcra1,species,5707.0,SACR,ANAN,,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus carunculatus,Wattled Crane,watcra2,species,5712.0,WACR,GRCA,,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus virgo,Demoiselle Crane,demcra1,species,5713.0,DECR,GRVI,,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus paradiseus,Blue Crane,blucra2,species,5714.0,BLCR,GRPA,,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus japonensis,Red-crowned Crane,reccra1,species,5715.0,RCCR,GRJA,,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus americana,Whooping Crane,whocra,species,5716.0,,GRAM,WHCR,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus grus,Common Crane,comcra,species,5718.0,COCR,GRGR,CCRA,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus nigricollis,Black-necked Crane,blncra1,species,5720.0,BNCR,GRNI,,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus monacha,Hooded Crane,hoocra1,species,5721.0,,GRMO,HOCR,Gruiformes,Cranes,Gruidae,,,,gruida1
Pluvianellus socialis,Magellanic Plover,magplo1,species,5725.0,MAPL,PLSO,,Charadriiformes,Magellanic Plover,Pluvianellidae,,,,pluvia2
Chionis minor,Black-faced Sheathbill,blfshe1,species,5727.0,BFSH,CHMI,,Charadriiformes,Sheathbills,Chionidae,,,,chioni1
Chionis albus,Snowy Sheathbill,snoshe2,species,5732.0,SNOW SNSH,CHAL,,Charadriiformes,Sheathbills,Chionidae,,,,chioni1
Hesperoburhinus bistriatus,Double-striped Thick-knee,dstkne,species,5734.0,,HEBI,DSTK,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Hesperoburhinus superciliaris,Peruvian Thick-knee,petkne1,species,5739.0,PETK PTKN,HESU,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Esacus recurvirostris,Great Thick-knee,grtkne1,species,5740.0,GTKN GRSC GRTK GSCU,ESRE,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Esacus magnirostris,Beach Thick-knee,beathk1,species,5741.0,BTKN BESC BSCU BETK,ESMA,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Burhinus capensis,Spotted Thick-knee,sptkne1,species,5742.0,STKN SPTK,BUCA,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Burhinus vermiculatus,Water Thick-knee,watkne1,species,5747.0,WTKN WATK,BUVE,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Burhinus grallarius,Bush Thick-knee,butkne1,species,5750.0,BTKN BSCU BUSC BUTK,BUGR,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Burhinus oedicnemus,Eurasian Thick-knee,eutkne1,species,5751.0,ESCU EUSC ETKN STCU EUTK,BUOE,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Burhinus indicus,Indian Thick-knee,indthk1,species,5757.0,ITKN ISCU INTK INSC,BUIN,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Burhinus senegalensis,Senegal Thick-knee,setkne1,species,5758.0,STKN SETK,BUSE,,Charadriiformes,Thick-knees,Burhinidae,,,,burhin2
Pluvianus aegyptius,Egyptian Plover,egyplo1,species,5761.0,EGPL,PLAE,,Charadriiformes,Egyptian Plover,Pluvianidae,,,,pluvia1
Himantopus himantopus,Black-winged Stilt,bkwsti,species,5763.0,EBWS,HIHI,BWST,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Himantopus leucocephalus,Pied Stilt,piesti1,species,5764.0,BWST PIST,HILE,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Himantopus novaezelandiae,Black Stilt,blasti1,species,5767.0,BLST,HINO,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Himantopus mexicanus,Black-necked Stilt,bknsti,species,5770.0,BWST BNBS,HIME,BNST,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Cladorhynchus leucocephalus,Banded Stilt,bansti1,species,5776.0,BAST,CLLE,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Recurvirostra avosetta,Pied Avocet,pieavo1,species,5777.0,PIAV,REAV,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Recurvirostra novaehollandiae,Red-necked Avocet,renavo1,species,5778.0,RNAV,RENO,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Recurvirostra andina,Andean Avocet,andavo1,species,5779.0,ANAV,REAN,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Recurvirostra americana,American Avocet,ameavo,species,5780.0,,REAM,AMAV,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Ibidorhyncha struthersii,Ibisbill,ibisbi1,species,5784.0,IBIS,IBST,,Charadriiformes,Ibisbill,Ibidorhynchidae,,,,ibidor1
Haematopus ostralegus,Eurasian Oystercatcher,euroys1,species,5786.0,,HAOS,EUOY,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus longirostris,Pied Oystercatcher,pieoys1,species,5791.0,PIOY APOY,HALO,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus finschi,South Island Oystercatcher,soioys1,species,5792.0,SIOY SIPO,HAFI,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus chathamensis,Chatham Islands Oystercatcher,chaoys1,species,5793.0,CIOY,HACH,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus unicolor,Variable Oystercatcher,varoys1,species,5794.0,VAOY,HAUN,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus fuliginosus,Sooty Oystercatcher,soooys1,species,5796.0,SOOY,HAFU,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus palliatus,American Oystercatcher,ameoys,species,5799.0,,HAPA,AMOY,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus moquini,African Oystercatcher,afroys1,species,5802.0,AFOY AFRI,HAMO,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus meadewaldoi,Canarian Oystercatcher,canoys1,species,5803.0,CIOY CAOY,HAME,,Charadriiformes,Oystercatchers,Haematopodidae,,true,1950,haemat1
Haematopus ater,Blackish Oystercatcher,blaoys1,species,5804.0,BLOY,HAAT,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus leucopodus,Magellanic Oystercatcher,magoys1,species,5805.0,MAOY,HALE,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus bachmani,Black Oystercatcher,blkoys,species,5806.0,,HABA,BLOY,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Pluvialis squatarola,Black-bellied Plover,bkbplo,species,5811.0,GRPL,PLSQ,BBPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Pluvialis apricaria,European Golden-Plover,eugplo,species,5812.0,EGPL,PLAP,EUGP,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Pluvialis dominica,American Golden-Plover,amgplo,species,5815.0,AGPL,PLDO,AMGP,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Pluvialis fulva,Pacific Golden-Plover,pagplo,species,5816.0,PGPL,PLFU,PAGP,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Oreopholus ruficollis,Tawny-throated Dotterel,tatdot1,species,5820.0,TTDO,ORRU,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Hoploxypterus cayanus,Pied Plover,pielap1,species,5823.0,PIPL,HOCA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Phegornis mitchellii,Diademed Sandpiper-Plover,diaplo1,species,5824.0,DIPL DISP DSPL,PHMI,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Zonibyx modestus,Rufous-chested Dotterel,rucdot1,species,5825.0,RCDO RCPL,ZOMO,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Eudromias morinellus,Eurasian Dotterel,eurdot,species,5826.0,,EUMO,EUDO,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Charadrius vociferus,Killdeer,killde,species,5827.0,,CHVO,KILL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Charadrius hiaticula,Common Ringed Plover,corplo,species,5831.0,RIPL,CHHI,CRPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Charadrius semipalmatus,Semipalmated Plover,semplo,species,5834.0,,CHSE,SEPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Charadrius melodus,Piping Plover,pipplo,species,5836.0,,CHME,PIPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Thinornis cucullatus,Hooded Plover,hooplo2,species,5837.0,HOPL,THCU,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Thinornis melanops,Black-fronted Dotterel,blfdot1,species,5840.0,BFDO,THME,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Thinornis novaeseelandiae,Shore Plover,shoplo1,species,5841.0,SHPL,THNO,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Thinornis forbesi,Forbes's Plover,forplo1,species,5844.0,FOPL,THFO,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Thinornis tricollaris,Three-banded Plover,thbplo1,species,5845.0,TBPL ATBP,THTR,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Thinornis dubius,Little Ringed Plover,lirplo,species,5848.0,,THDU,LRPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Thinornis placidus,Long-billed Plover,lobplo1,species,5854.0,LBPL,THPL,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus vanellus,Northern Lapwing,norlap,species,5856.0,,VAVA,NOLA,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus crassirostris,Long-toed Lapwing,lotlap1,species,5857.0,LTLA LTPL,VACR,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus armatus,Blacksmith Lapwing,blaplo1,species,5860.0,BLLA BLPL,VAAR,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus spinosus,Spur-winged Lapwing,spwlap1,species,5861.0,ASWL SWLA SWPL,VASP,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus duvaucelii,River Lapwing,rivlap1,species,5862.0,RILA,VADU,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus malabaricus,Yellow-wattled Lapwing,yewlap2,species,5863.0,YWLA,VAMA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus tectus,Black-headed Lapwing,blhlap1,species,5864.0,BHLA BHPL,VATE,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus albiceps,White-crowned Lapwing,whhlap1,species,5867.0,WCLA,VAAL,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus lugubris,Senegal Lapwing,senlap1,species,5869.0,SEPL SELA,VALU,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus melanopterus,Black-winged Lapwing,blwlap1,species,5870.0,BWLA BWPL,VAME,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus coronatus,Crowned Lapwing,crolap1,species,5873.0,CRPL CRLA,VACO,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus senegallus,Wattled Lapwing,watlap1,species,5876.0,AWPL AWLA WALA,VASE,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus melanocephalus,Spot-breasted Lapwing,spblap1,species,5880.0,SBLA,VAME,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus superciliosus,Brown-chested Lapwing,brclap1,species,5881.0,BCLA BCPL,VASU,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus cinereus,Gray-headed Lapwing,gyhlap1,species,5882.0,GHLA,VACI,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus indicus,Red-wattled Lapwing,rewlap1,species,5883.0,RWLA,VAIN,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus macropterus,Javan Lapwing,sunlap1,species,5889.0,JALA,VAMA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus tricolor,Banded Lapwing,banlap1,species,5890.0,BALA,VATR,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus miles,Masked Lapwing,maslap1,species,5891.0,MALA SWPL MSLA,VAMI,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus gregarius,Sociable Lapwing,soclap1,species,5894.0,SOLA,VAGR,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus leucurus,White-tailed Lapwing,whtlap1,species,5895.0,WTLA,VALE,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus chilensis,Southern Lapwing,soulap1,species,5896.0,,VACH,SOLA,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Vanellus resplendens,Andean Lapwing,andlap1,species,5902.0,ANLA,VARE,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Erythrogonys cinctus,Red-kneed Dotterel,rekdot1,species,5904.0,RKDO,ERCI,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Peltohyas australis,Inland Dotterel,inldot2,species,5905.0,INDO,PEAU,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus asiaticus,Caspian Plover,casplo1,species,5906.0,CAPL,ANAS,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus veredus,Oriental Plover,oriplo1,species,5907.0,,ANVE,ORPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus mongolus,Siberian Sand-Plover,lessap2,species,5908.0,LESA SSPL,ANMO,SISP,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus atrifrons,Tibetan Sand-Plover,lessap1,species,5911.0,TSPL LESA TISP,ANAT,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus leschenaultii,Greater Sand-Plover,grsplo,species,5916.0,GRSA GRSP GSPL,ANLE,GSAP,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus bicinctus,Double-banded Plover,dobplo1,species,5921.0,BADO DBPL,ANBI,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus frontalis,Wrybill,wrybil1,species,5924.0,WRYB,ANFR,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus obscurus,Red-breasted Dotterel,rebdot1,species,5925.0,SRBP NZPL RBDO NNZD,ANOB,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus wilsonia,Wilson's Plover,wilplo,species,5928.0,,ANWI,WIPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus collaris,Collared Plover,colplo1,species,5933.0,,ANCO,COPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus montanus,Mountain Plover,mouplo,species,5934.0,,ANMO,MOPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus alticola,Puna Plover,punplo1,species,5935.0,PUPL,ANAL,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus falklandicus,Two-banded Plover,twbplo1,species,5936.0,TBPL,ANFA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus thoracicus,Madagascar Plover,madplo1,species,5937.0,MAPL BBPL,ANTH,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus pecuarius,Kittlitz's Plover,kitplo1,species,5938.0,KIPL,ANPE,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus sanctaehelenae,St. Helena Plover,sthplo1,species,5939.0,SHPL,ANSA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus ruficapillus,Red-capped Plover,recplo1,species,5940.0,RCPL,ANRU,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus nivosus,Snowy Plover,snoplo5,species,5941.0,,ANNI,SNPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus pallidus,Chestnut-banded Plover,chbplo1,species,5944.0,CBPL,ANPA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus peronii,Malaysian Plover,malplo1,species,5947.0,MAPL,ANPE,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus marginatus,White-fronted Plover,whfplo1,species,5948.0,WFPL,ANMA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus javanicus,Javan Plover,javplo1,species,5953.0,JAPL,ANJA,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus alexandrinus,Kentish Plover,kenplo1,species,5954.0,,ANAL,KEPL,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Anarhynchus dealbatus,White-faced Plover,whfplo2,species,5960.0,WFPL,ANDE,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Pedionomus torquatus,Plains-wanderer,plawan1,species,5966.0,PLWA,PETO,,Charadriiformes,Plains-wanderer,Pedionomidae,,,,pedion1
Attagis gayi,Rufous-bellied Seedsnipe,rubsee2,species,5968.0,RBSE,ATGA,,Charadriiformes,Seedsnipes,Thinocoridae,,,,thinoc1
Attagis malouinus,White-bellied Seedsnipe,whbsee2,species,5972.0,WBSE,ATMA,,Charadriiformes,Seedsnipes,Thinocoridae,,,,thinoc1
Thinocorus orbignyianus,Gray-breasted Seedsnipe,gybsee1,species,5973.0,GBSE,THOR,,Charadriiformes,Seedsnipes,Thinocoridae,,,,thinoc1
Thinocorus rumicivorus,Least Seedsnipe,leasee1,species,5976.0,LESE,THRU,,Charadriiformes,Seedsnipes,Thinocoridae,,,,thinoc1
Rostratula benghalensis,Greater Painted-Snipe,grpsni1,species,5983.0,GPSN GRPS,ROBE,,Charadriiformes,Painted-Snipes,Rostratulidae,,,,rostra1
Rostratula australis,Australian Painted-Snipe,auspas1,species,5984.0,APSN AUPS,ROAU,,Charadriiformes,Painted-Snipes,Rostratulidae,,,,rostra1
Nycticryphes semicollaris,South American Painted-Snipe,soapas1,species,5985.0,SAPS,NYSE,,Charadriiformes,Painted-Snipes,Rostratulidae,,,,rostra1
Hydrophasianus chirurgus,Pheasant-tailed Jacana,phtjac1,species,5987.0,PTJA,HYCH,,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Jacana spinosa,Northern Jacana,norjac,species,5988.0,,JASP,NOJA,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Jacana jacana,Wattled Jacana,watjac1,species,5989.0,,JAJA,WAJA,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Microparra capensis,Lesser Jacana,lesjac1,species,5999.0,LEJA,MICA,,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Irediparra gallinacea,Comb-crested Jacana,cocjac1,species,6000.0,CCJA,IRGA,,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Metopidius indicus,Bronze-winged Jacana,brwjac1,species,6004.0,BWJA,MEIN,,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Actophilornis africanus,African Jacana,afrjac1,species,6005.0,AFJA,ACAF,,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Actophilornis albinucha,Madagascar Jacana,madjac1,species,6006.0,MAJA,ACAL,,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Bartramia longicauda,Upland Sandpiper,uplsan,species,6009.0,,BALO,UPSA,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius tahitiensis,Bristle-thighed Curlew,brtcur,species,6010.0,,NUTA,BTCU,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius hudsonicus,Hudsonian Whimbrel,whimbr3,species,6011.0,HUWH,NUHU,WHIM,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius phaeopus,Eurasian Whimbrel,whimbr5,species,6012.0,EUWH,NUPH,WHIM,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius minutus,Little Curlew,litcur,species,6019.0,LIWH,NUMI,LICU,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius borealis,Eskimo Curlew,eskcur,species,6020.0,,NUBO,ESCU,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius americanus,Long-billed Curlew,lobcur,species,6021.0,,NUAM,LBCU,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius madagascariensis,Far Eastern Curlew,faecur,species,6024.0,EACU,NUMA,FECU,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Numenius tenuirostris,Slender-billed Curlew,slbcur,species,6025.0,,NUTE,SBCU,Charadriiformes,Sandpipers and Allies,Scolopacidae,,true,1995,scolop2
Numenius arquata,Eurasian Curlew,eurcur,species,6026.0,,NUAR,EUCU,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limosa lapponica,Bar-tailed Godwit,batgod,species,6033.0,,LILA,BTGO,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limosa limosa,Black-tailed Godwit,bktgod,species,6042.0,BTGO,LILI,BLTG,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limosa haemastica,Hudsonian Godwit,hudgod,species,6048.0,,LIHA,HUGO,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limosa fedoa,Marbled Godwit,margod,species,6051.0,,LIFE,MAGO,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limnodromus semipalmatus,Asian Dowitcher,asidow1,species,6056.0,ASDO,LISE,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limnodromus griseus,Short-billed Dowitcher,shbdow,species,6057.0,,LIGR,SBDO,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limnodromus scolopaceus,Long-billed Dowitcher,lobdow,species,6061.0,,LISC,LBDO,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Lymnocryptes minimus,Jack Snipe,jacsni,species,6063.0,,LYMI,JASN,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
